,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother qualification,Father qualification,Mother occupation,Father occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
3444,1,1,2,9070,1,1,134.0,1,1,19,3,3,127.7,1,0,0,0,0,0,18,0,1,6,8,6,11.714285714285714,1,0,6,11,4,11.333333333333334,0,13.9,-0.3,0.79,1
3560,2,39,1,9500,1,19,133.1,1,19,19,4,4,100.0,0,0,0,1,1,0,33,0,0,7,7,5,13.06,0,0,7,9,0,0.0,0,16.2,0.3,-0.92,0
4018,1,17,2,9254,1,1,132.0,1,38,38,9,8,122.6,1,0,0,1,0,1,20,0,0,6,6,6,13.166666666666666,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,2
3610,1,44,1,9119,1,39,130.0,1,38,19,9,5,130.0,1,0,0,1,1,0,19,0,0,5,9,2,12.5,0,0,5,10,3,11.6,0,12.4,0.5,1.79,0
2738,1,17,2,9147,1,1,146.0,1,38,37,6,6,143.9,0,0,0,1,0,0,18,0,0,5,11,5,11.333333333333334,0,0,5,8,5,12.0,0,13.9,-0.3,0.79,2
3827,1,44,1,9003,1,39,140.0,1,37,37,9,6,140.0,1,0,0,1,1,1,20,0,0,6,10,5,12.6,0,0,6,6,5,13.2,0,12.4,0.5,1.79,2
3883,1,1,1,9238,1,1,133.0,1,37,37,9,9,121.8,1,0,0,1,0,1,18,0,0,6,7,5,10.2,0,0,6,9,4,11.25,0,12.4,0.5,1.79,2
885,1,42,1,9773,1,6,120.0,1,34,34,0,0,122.0,1,0,0,1,0,0,34,0,8,10,11,10,12.2,0,5,10,12,9,12.333333333333334,0,7.6,2.6,0.32,2
314,1,51,1,9147,1,1,135.0,1,1,1,4,4,118.5,0,0,0,1,0,0,25,0,0,5,12,2,10.5,0,0,5,5,0,0.0,0,11.1,0.6,2.02,1
3368,1,1,6,9500,1,1,145.0,1,19,37,9,9,132.3,1,0,0,1,0,1,19,0,0,8,8,7,14.06,0,0,8,8,7,14.06,0,10.8,1.4,1.74,0
242,1,1,2,9147,1,1,118.0,1,37,19,5,5,119.1,1,0,0,1,0,1,20,0,0,5,5,5,11.6,0,0,5,5,5,13.6,0,12.4,0.5,1.79,2
2343,1,17,2,9991,0,1,116.0,1,37,19,9,4,118.5,0,0,0,1,1,0,23,0,0,5,6,4,13.0,0,0,5,5,5,13.0,0,7.6,2.6,0.32,2
4217,1,1,2,9773,1,1,132.0,1,1,2,9,3,128.2,1,0,0,1,0,1,19,0,0,6,7,6,12.333333333333334,0,0,6,6,6,13.5,0,9.4,-0.8,-3.12,2
1144,1,16,2,9147,1,1,132.0,1,37,37,9,9,122.6,1,0,0,1,0,1,20,0,0,5,8,3,12.0,0,0,5,9,4,12.625,0,10.8,1.4,1.74,0
2617,1,17,1,9254,1,1,118.0,1,1,19,5,4,118.0,0,0,0,1,0,1,19,0,0,6,7,5,11.0,0,0,6,7,5,12.8,0,12.4,0.5,1.79,2
1371,1,1,1,9500,1,1,129.0,1,1,1,9,9,120.0,0,0,0,1,1,0,20,0,0,8,8,7,15.028571428571428,0,0,8,8,7,15.028571428571428,0,12.7,3.7,-1.7,2
3681,5,39,1,9147,1,1,133.1,1,19,19,9,9,119.8,0,0,0,1,1,0,26,0,0,5,9,5,12.0,0,0,5,5,5,10.2,0,11.1,0.6,2.02,0
1509,1,43,1,9500,1,1,140.0,100,1,1,6,6,128.2,0,0,0,1,0,0,39,1,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.7,3.7,-1.7,1
305,1,1,1,9670,1,1,119.0,1,1,19,4,10,115.5,1,0,0,1,0,0,19,0,0,6,8,4,11.0,0,0,6,9,4,11.0,0,10.8,1.4,1.74,0
512,1,39,2,9670,1,1,140.0,1,34,34,0,0,100.0,0,0,0,1,0,0,28,0,0,5,6,4,12.5,0,0,5,7,4,11.75,0,7.6,2.6,0.32,2
2291,1,1,1,9238,1,1,127.0,1,37,37,5,10,125.3,0,0,0,1,1,0,19,0,0,6,9,5,10.8,0,0,6,11,5,11.0,0,7.6,2.6,0.32,2
45,1,17,1,9991,0,1,154.0,1,38,38,4,5,134.1,0,0,0,1,0,0,24,0,0,5,9,2,11.5,0,0,5,11,3,14.333333333333334,1,7.6,2.6,0.32,0
1845,1,1,1,9130,1,1,138.0,1,3,19,2,4,131.0,1,0,0,1,1,0,19,0,0,6,8,4,11.6,0,0,6,14,2,13.0,0,11.1,0.6,2.02,1
2726,1,44,1,9085,1,39,150.0,1,19,19,9,9,150.0,1,0,0,1,0,0,23,0,1,6,14,5,14.428571428571429,0,1,6,7,6,13.428571428571429,0,16.2,0.3,-0.92,2
3269,1,43,2,9773,1,1,120.0,1,34,34,0,0,103.6,1,0,0,1,0,0,27,0,4,8,11,7,13.285714285714286,0,4,7,13,5,11.6,0,9.4,-0.8,-3.12,1
98,1,1,1,9085,1,1,135.0,1,1,2,9,1,134.3,1,0,0,1,0,0,19,0,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,0
2833,1,1,2,9670,1,1,117.0,1,37,37,9,9,111.8,0,0,0,1,0,0,22,0,0,5,8,3,12.0,0,0,5,9,2,11.0,1,7.6,2.6,0.32,0
1318,1,43,1,9254,1,1,130.0,1,1,19,5,7,130.0,0,0,0,1,0,1,19,0,0,6,11,4,12.0,0,0,6,14,3,11.0,0,10.8,1.4,1.74,1
1459,1,18,1,9147,1,1,119.0,1,37,37,7,7,112.0,1,0,0,0,1,0,20,0,0,5,5,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,1
593,1,17,1,9670,1,1,155.0,1,1,19,4,8,134.7,1,0,0,1,0,0,20,0,0,6,8,5,13.4,0,0,6,10,4,13.0,0,12.7,3.7,-1.7,0
1335,1,17,2,9853,1,1,126.0,1,1,19,2,10,126.0,1,0,0,1,0,0,19,0,0,6,9,5,13.0,0,0,6,8,5,10.4,0,7.6,2.6,0.32,0
1729,2,43,1,9991,0,1,110.0,1,37,37,9,9,132.5,0,0,0,1,1,0,37,0,7,12,13,12,12.25,0,8,13,13,13,12.846153846153848,0,9.4,-0.8,-3.12,2
4238,1,1,1,9085,1,1,123.0,1,38,19,4,90,127.2,0,0,1,0,1,0,20,0,0,5,7,3,11.333333333333334,0,0,5,8,2,11.5,0,7.6,2.6,0.32,1
3682,1,39,1,9991,0,1,110.0,1,37,37,9,9,121.8,0,0,0,0,1,0,36,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,1
3596,1,44,1,9003,1,39,150.0,1,19,1,1,1,150.0,0,0,0,1,1,0,22,0,0,6,12,3,13.333333333333334,0,0,6,12,3,12.75,0,15.5,2.8,-4.06,0
2874,2,39,1,9991,0,12,133.1,1,37,34,90,90,110.7,1,0,0,1,0,0,50,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,7.6,2.6,0.32,1
976,1,39,1,9500,1,19,133.1,1,38,38,9,8,106.0,1,0,0,1,1,0,24,0,0,7,7,6,12.666666666666666,1,0,7,7,6,12.666666666666666,1,7.6,2.6,0.32,2
2015,1,1,1,9238,1,1,105.0,1,19,19,6,6,106.1,1,0,0,1,0,0,20,0,0,6,6,6,11.5,0,0,6,7,6,13.285714285714286,0,11.1,0.6,2.02,2
2280,1,43,1,9003,1,1,130.0,1,1,2,4,2,130.0,0,0,0,1,1,0,28,0,9,18,36,17,13.058823529411764,1,6,12,15,12,12.307692307692308,0,15.5,2.8,-4.06,2
993,1,44,2,9238,1,39,150.0,1,3,19,4,9,147.0,1,0,0,1,0,0,19,0,3,6,6,6,14.166666666666666,0,2,6,6,6,13.5,0,12.4,0.5,1.79,2
1621,1,1,1,9085,1,1,126.0,1,38,37,9,9,123.6,1,0,0,1,0,0,21,0,0,5,10,3,11.666666666666666,0,0,5,5,5,13.0,0,10.8,1.4,1.74,2
1671,1,1,1,9085,1,1,148.0,1,19,3,4,2,136.5,0,0,0,1,0,0,19,0,0,6,13,6,15.307692307692308,0,0,6,9,6,14.0,0,15.5,2.8,-4.06,2
2834,1,39,1,9085,1,1,133.1,1,19,19,7,7,130.0,1,0,0,1,0,0,24,0,0,6,7,6,14.857142857142858,0,0,6,10,5,13.6,0,13.9,-0.3,0.79,2
1000,1,17,3,9070,1,1,132.0,1,38,1,5,5,124.3,0,1,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,1
4338,1,1,1,9670,1,1,131.0,1,37,37,9,6,127.2,0,0,0,1,0,1,18,0,0,5,7,3,12.666666666666666,0,0,5,5,4,12.5,0,9.4,-0.8,-3.12,0
417,1,1,1,9853,1,1,133.1,1,19,19,9,9,97.0,1,0,0,1,0,0,23,0,0,6,9,5,11.6,0,0,6,9,3,11.0,0,12.7,3.7,-1.7,1
967,1,39,1,9003,1,12,133.1,1,37,19,9,10,120.0,0,0,0,1,1,0,58,0,0,6,9,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,1
1532,2,15,1,9773,1,1,133.1,41,37,37,9,6,100.0,0,0,0,1,0,0,59,1,0,6,8,6,12.166666666666666,0,0,6,7,4,11.75,0,11.1,0.6,2.02,2
2996,1,17,1,9238,1,1,128.0,1,19,1,0,5,122.1,1,0,0,1,0,0,18,0,0,6,9,5,11.833333333333334,0,0,6,7,5,13.8,0,13.9,-0.3,0.79,2
1286,1,1,2,9070,1,1,129.0,1,1,1,4,9,132.9,1,0,0,1,1,1,20,0,0,6,9,6,11.375,0,0,6,6,5,13.8,0,7.6,2.6,0.32,0
758,1,1,1,9254,1,1,111.0,1,1,1,3,3,112.4,1,0,0,1,1,0,20,0,0,6,10,6,12.333333333333334,0,0,6,9,4,13.0,0,12.4,0.5,1.79,2
698,1,44,1,9003,1,39,140.0,1,1,38,9,1,140.0,1,0,0,1,1,0,22,0,0,6,12,5,12.6,0,0,6,11,6,11.714285714285714,0,12.4,0.5,1.79,2
3264,1,1,1,9853,1,1,121.0,1,19,19,7,7,113.0,1,0,0,1,0,0,21,0,0,6,9,5,12.4,0,0,6,11,1,11.0,0,12.7,3.7,-1.7,1
1877,1,1,5,9500,1,1,143.0,1,37,19,4,4,123.3,1,0,0,1,1,0,18,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,7.6,2.6,0.32,1
252,1,1,1,9085,1,1,122.0,1,9,19,90,6,103.4,0,0,0,1,0,0,19,0,0,5,6,5,14.4,0,0,5,6,5,13.0,0,7.6,2.6,0.32,2
2354,1,1,2,9085,1,1,125.0,1,37,19,90,90,137.3,0,0,0,1,1,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,1
1998,1,39,1,8014,0,1,134.0,1,37,38,4,7,110.0,1,0,0,1,0,0,24,0,0,6,10,1,10.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,1
3762,1,1,1,9085,1,1,133.1,1,19,38,5,7,110.0,1,0,0,1,0,1,21,0,0,6,8,6,13.285714285714286,0,0,6,11,6,13.0,0,11.1,0.6,2.02,2
1692,1,1,1,9500,1,1,133.0,1,37,38,9,9,130.2,1,0,0,1,1,1,19,0,0,7,7,7,13.7,0,0,8,9,8,14.022222222222222,0,16.2,0.3,-0.92,2
1589,1,17,2,8014,0,1,134.0,1,1,19,4,99,126.0,1,0,0,1,1,0,22,0,0,6,7,6,12.666666666666666,0,0,6,6,6,12.166666666666666,0,7.6,2.6,0.32,2
3336,1,44,1,9003,1,39,140.0,1,19,19,4,4,140.0,1,0,0,0,1,0,21,0,0,6,17,2,12.5,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,1
2093,1,1,1,9500,1,1,151.0,1,37,37,9,9,138.0,1,0,0,1,0,0,18,0,0,7,7,6,15.2,0,0,7,7,6,15.2,0,7.6,2.6,0.32,2
1523,1,1,1,9670,1,1,125.0,1,19,1,7,4,122.6,0,0,0,1,1,0,21,0,0,5,7,5,11.166666666666666,0,0,5,5,4,11.0,0,9.4,-0.8,-3.12,1
2358,1,39,1,9003,1,1,140.0,1,3,3,2,2,110.0,0,0,0,1,1,0,31,0,0,6,8,6,15.125,0,0,6,10,6,14.6,0,16.2,0.3,-0.92,2
3528,1,18,3,9119,1,1,111.0,1,1,19,9,8,111.0,1,0,0,1,1,0,18,0,0,5,10,4,11.6,0,0,5,9,3,14.2,0,12.4,0.5,1.79,1
4048,1,1,1,9500,1,1,132.0,1,38,37,9,7,122.0,1,0,0,1,0,1,20,0,0,8,8,7,13.817142857142857,0,0,8,8,7,13.817142857142857,0,10.8,1.4,1.74,2
3043,1,1,1,9070,1,1,131.0,1,3,3,3,3,135.9,0,0,0,1,0,1,21,0,1,6,8,6,12.571428571428571,1,0,6,8,6,11.625,0,13.9,-0.3,0.79,2
1032,1,1,1,9773,1,1,144.0,1,37,37,8,8,138.4,0,0,0,1,0,0,18,0,0,6,7,6,13.428571428571429,0,0,6,7,6,14.142857142857142,0,13.9,-0.3,0.79,2
1482,1,1,2,9670,1,1,140.0,1,3,1,2,6,137.6,1,0,0,1,1,1,21,0,0,6,8,6,15.166666666666666,0,0,6,7,6,14.428571428571429,0,8.9,1.4,3.51,2
284,1,1,1,8014,0,1,128.0,1,38,38,0,0,122.1,0,0,0,1,0,0,21,0,0,6,8,5,12.8,0,0,6,10,6,11.857142857142858,0,7.6,2.6,0.32,2
2154,1,1,1,9070,1,1,143.0,1,38,19,151,193,134.3,1,1,0,1,0,0,19,0,0,6,6,6,14.666666666666666,0,0,6,7,6,15.142857142857142,0,8.9,1.4,3.51,2
2731,1,1,1,9238,1,1,107.0,1,2,12,3,10,104.2,1,0,0,1,0,0,20,0,0,6,6,6,12.166666666666666,0,0,6,7,6,12.142857142857142,0,11.1,0.6,2.02,2
2125,1,43,1,9254,1,1,142.0,1,38,38,9,9,125.9,0,0,0,1,0,1,19,0,0,6,0,0,0.0,0,0,6,11,1,10.0,0,10.8,1.4,1.74,1
605,1,1,3,171,1,1,115.0,1,9,1,6,6,108.7,1,0,0,0,0,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,1
1750,1,44,1,9003,1,1,120.0,1,3,2,2,6,120.0,1,0,0,1,1,0,21,0,4,9,14,7,11.285714285714286,2,2,8,15,4,12.25,0,12.7,3.7,-1.7,0
673,1,1,2,9070,1,1,121.0,1,19,19,3,3,116.1,1,0,0,1,0,0,22,0,0,6,7,6,11.666666666666666,0,0,6,7,5,13.2,0,12.7,3.7,-1.7,2
1660,1,53,1,9085,1,42,160.0,1,1,19,4,6,155.7,1,0,0,1,0,0,27,0,7,12,17,11,14.727272727272728,0,4,9,10,7,14.142857142857142,0,8.9,1.4,3.51,2
384,1,53,1,9147,1,42,140.0,1,3,4,2,1,140.2,0,0,0,1,0,0,20,0,6,11,19,9,12.555555555555555,0,3,9,14,8,11.11111111111111,0,8.9,1.4,3.51,2
756,1,15,1,9670,1,1,133.1,41,1,1,9,5,128.2,0,0,1,0,1,0,18,1,0,6,6,4,11.25,0,0,6,7,3,12.333333333333334,0,8.9,1.4,3.51,1
4239,1,39,1,9085,1,40,130.0,1,3,2,3,2,160.0,1,0,0,1,0,0,27,0,0,6,7,6,16.142857142857142,0,0,6,7,6,14.666666666666666,0,13.9,-0.3,0.79,2
446,1,1,1,9500,1,1,128.0,1,3,1,2,1,127.8,0,0,0,1,0,1,19,0,0,7,8,7,14.4125,0,0,8,8,8,16.05,0,13.9,-0.3,0.79,2
1304,1,1,2,9773,1,1,137.0,1,1,19,7,7,133.2,1,0,0,1,0,1,19,0,0,6,7,6,14.714285714285714,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,2
1588,1,17,1,9254,1,1,119.0,1,37,37,5,4,118.0,1,0,0,1,1,0,19,0,0,6,13,2,10.5,0,0,6,11,1,12.0,0,10.8,1.4,1.74,1
4350,1,44,1,9085,1,39,140.0,1,3,1,4,3,140.0,1,0,0,1,0,1,20,0,2,6,11,6,11.833333333333334,0,1,6,17,5,11.857142857142858,0,12.4,0.5,1.79,2
4374,5,7,1,9500,1,40,150.0,1,37,37,4,9,150.0,0,0,0,1,0,0,29,0,1,8,11,7,13.742857142857144,0,1,8,11,7,13.742857142857144,0,12.7,3.7,-1.7,2
1417,1,17,1,9670,1,1,130.0,1,3,19,5,5,121.6,0,0,0,1,0,0,18,0,0,6,6,6,13.666666666666666,0,0,6,8,5,13.6,0,8.9,1.4,3.51,2
2923,1,39,1,9670,1,1,150.0,1,34,34,0,0,108.0,0,0,0,1,0,0,25,0,0,5,6,1,11.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,1
3816,1,1,1,9238,1,1,117.0,1,19,19,9,9,111.8,1,0,0,1,1,0,19,0,0,6,9,4,11.5,0,0,6,12,3,11.0,0,8.9,1.4,3.51,1
971,4,42,1,9147,1,1,133.1,1,37,38,7,3,123.0,1,0,0,1,1,0,33,0,0,5,5,1,10.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,1
3970,1,1,1,9070,1,1,131.0,1,37,37,3,3,131.7,1,0,0,1,0,0,20,0,0,6,6,6,12.166666666666666,0,0,6,7,5,13.8,0,12.7,3.7,-1.7,2
697,1,1,1,9254,1,1,154.0,1,3,1,2,1,137.2,0,0,0,1,1,0,20,0,0,6,12,3,10.0,0,0,6,9,5,10.8,0,15.5,2.8,-4.06,0
615,1,1,6,9500,1,1,144.0,1,1,37,9,9,127.5,1,0,0,1,0,1,18,0,0,8,8,7,13.857142857142858,0,0,8,8,7,13.857142857142858,0,12.7,3.7,-1.7,2
1595,1,1,1,9670,1,1,127.0,1,1,37,4,9,128.1,0,0,0,1,1,0,19,0,0,5,8,4,12.5,0,0,5,6,4,11.0,0,7.6,2.6,0.32,0
1256,1,17,1,9238,1,1,115.0,1,19,38,5,5,115.0,1,0,0,1,0,0,19,0,0,6,6,6,12.0,0,0,6,7,6,12.857142857142858,0,11.1,0.6,2.02,2
2356,1,1,1,171,1,1,138.0,1,1,1,4,3,141.5,0,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,2
3692,1,39,1,9670,1,1,140.0,1,38,37,7,7,105.2,0,0,0,1,1,0,29,0,0,6,7,1,14.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,1
866,1,39,1,9119,1,3,130.0,1,1,38,90,90,143.4,0,0,0,1,1,0,29,0,0,3,3,0,0.0,3,0,5,0,0,0.0,0,10.8,1.4,1.74,1
4015,4,39,1,9991,0,1,133.1,1,37,37,5,5,138.7,0,0,0,1,0,0,31,0,0,5,7,3,10.333333333333334,0,0,5,6,3,12.0,0,10.8,1.4,1.74,1
2940,4,39,1,8014,0,3,100.0,1,37,37,9,9,130.0,0,0,0,1,0,1,43,0,0,6,7,5,12.2,0,0,6,6,6,12.333333333333334,0,9.4,-0.8,-3.12,2
3535,1,51,1,9991,0,39,120.0,1,1,4,4,10,118.1,0,0,0,1,1,0,28,0,13,15,17,13,12.0,0,9,13,13,9,11.333333333333334,0,8.9,1.4,3.51,1
1059,1,1,1,9500,1,1,130.0,1,19,19,4,10,116.8,0,0,0,1,0,0,20,0,0,8,8,7,12.685714285714283,0,0,8,8,7,12.685714285714283,0,12.7,3.7,-1.7,2
2704,1,17,1,9670,1,1,109.0,1,1,1,4,4,108.0,0,0,0,1,1,0,19,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0
733,2,39,2,9147,1,1,130.0,1,19,37,4,7,140.0,0,0,0,1,1,0,34,0,0,5,10,3,11.666666666666666,1,0,5,7,4,12.75,0,9.4,-0.8,-3.12,2
2845,1,44,1,9003,1,39,160.0,1,38,38,9,6,160.0,1,0,0,1,0,0,20,0,0,6,7,6,13.571428571428571,0,0,6,9,6,12.714285714285714,0,12.4,0.5,1.79,2
2182,1,43,1,9500,1,1,140.0,1,19,19,7,7,138.6,0,0,0,1,0,1,19,0,0,7,9,6,14.25,0,0,8,11,8,13.063636363636364,0,16.2,0.3,-0.92,2
992,1,1,1,9773,1,1,143.0,1,1,3,3,3,149.0,1,0,0,1,0,0,18,0,0,6,8,6,11.428571428571429,0,0,6,7,6,11.0,0,11.1,0.6,2.02,1
2639,1,1,2,171,1,1,135.0,1,19,19,4,7,149.0,1,0,0,1,1,0,22,0,14,17,21,17,12.578947368421051,0,15,17,20,17,12.117647058823527,0,11.1,0.6,2.02,2
1964,1,17,1,9085,1,1,131.0,1,1,3,4,1,129.3,1,0,0,1,0,0,19,0,0,5,10,4,11.25,1,0,5,10,3,10.333333333333334,0,12.7,3.7,-1.7,2
1204,1,39,1,9238,1,1,140.0,1,34,34,0,0,114.0,1,0,0,0,0,0,28,0,0,6,11,1,13.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,1
2160,1,1,4,9500,1,1,142.0,1,1,3,1,2,133.0,0,0,0,1,0,1,20,0,0,8,8,7,14.565714285714288,0,0,8,8,7,14.565714285714288,0,10.8,1.4,1.74,2
3321,1,1,6,9147,1,1,142.0,1,38,37,7,7,134.3,0,1,0,1,1,0,21,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,10.8,1.4,1.74,1
2153,1,42,1,9238,1,1,133.1,1,1,19,4,9,134.0,0,0,0,1,0,0,21,0,10,13,21,11,13.272727272727272,0,6,11,13,9,13.0,0,7.6,2.6,0.32,2
3639,1,1,1,9670,1,1,142.0,1,1,19,4,4,128.0,0,0,0,1,0,1,18,0,0,6,8,6,14.0,0,0,6,7,6,13.285714285714286,0,11.1,0.6,2.02,2
50,1,39,1,9254,1,1,130.0,1,19,38,9,7,113.5,0,0,0,1,0,1,24,0,0,6,6,6,13.666666666666666,0,0,6,6,6,14.166666666666666,0,12.4,0.5,1.79,2
4136,5,43,1,9500,1,1,131.0,1,1,38,5,5,118.8,0,0,0,1,0,1,18,0,0,8,8,7,11.857142857142858,0,0,8,8,7,11.857142857142858,0,12.7,3.7,-1.7,2
322,1,1,1,9500,1,1,150.0,1,1,1,5,1,155.6,0,0,0,1,0,0,19,0,0,7,7,7,14.3,0,0,8,9,8,14.055555555555555,0,16.2,0.3,-0.92,2
914,1,39,1,9500,1,1,140.0,1,37,37,9,6,135.5,0,0,0,1,0,0,32,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,1
2276,2,39,1,8014,0,19,133.1,1,37,37,6,6,139.0,0,0,0,1,1,0,49,0,0,6,8,6,12.166666666666666,0,0,6,8,6,14.428571428571429,0,12.4,0.5,1.79,2
633,1,39,1,9556,1,1,120.0,1,38,38,191,193,120.0,0,0,1,1,0,1,24,0,0,7,13,7,11.0,0,0,8,13,7,11.7,0,12.7,3.7,-1.7,2
3871,1,1,1,9147,1,1,124.0,1,38,38,9,9,115.6,0,0,0,1,1,1,20,0,0,5,8,5,12.375,0,0,5,7,5,11.666666666666666,0,13.9,-0.3,0.79,2
2642,1,17,5,9670,1,1,127.0,1,3,4,2,2,122.8,0,0,0,1,1,0,20,0,0,6,6,3,12.333333333333334,0,0,6,9,0,0.0,0,10.8,1.4,1.74,1
3195,1,17,2,9773,1,1,120.0,1,1,1,2,5,127.0,1,0,0,0,1,0,18,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,1
813,1,1,1,9500,1,1,162.0,1,3,4,3,3,154.1,0,0,0,1,0,0,18,0,0,7,7,7,14.45,0,0,8,9,8,14.144444444444444,0,11.1,0.6,2.02,2
1504,1,39,1,9500,1,40,130.0,1,37,37,9,7,130.0,0,0,0,1,0,0,27,0,3,8,12,7,12.457142857142856,0,3,8,12,7,12.457142857142856,0,12.7,3.7,-1.7,0
3499,1,39,1,9003,1,1,160.0,1,1,37,191,193,140.0,0,0,0,1,1,0,27,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,0
2896,1,39,1,9991,0,1,120.0,1,37,37,6,6,147.8,0,0,0,1,0,0,40,0,0,5,9,4,11.25,0,0,5,6,5,12.0,0,13.9,-0.3,0.79,0
1173,1,39,1,9991,0,1,130.0,1,1,1,4,10,115.2,0,0,0,1,1,0,24,0,0,5,5,4,12.0,0,0,5,6,5,12.666666666666666,0,12.4,0.5,1.79,0
861,1,39,2,9147,1,12,133.1,1,19,38,9,9,120.0,1,0,1,0,1,0,28,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,1
1451,1,1,1,9003,1,1,148.0,1,19,37,9,9,131.6,1,0,0,1,1,0,19,0,8,12,17,11,12.0,2,4,12,21,12,12.307692307692308,0,15.5,2.8,-4.06,2
1012,1,17,1,9147,1,1,139.0,1,1,38,4,5,152.0,0,0,0,1,0,1,18,0,0,5,5,5,14.6,0,0,5,8,5,12.0,0,12.7,3.7,-1.7,2
149,1,1,1,9500,1,1,136.0,1,1,19,9,9,131.5,0,0,0,1,0,1,20,0,0,7,8,6,13.863333333333337,0,0,8,9,7,14.178571428571429,0,11.1,0.6,2.02,2
2082,1,1,2,9500,1,1,141.0,1,37,37,9,8,130.2,1,0,0,1,0,0,21,0,0,7,11,7,14.072222222222225,0,0,8,8,8,14.0475,0,15.5,2.8,-4.06,2
4196,1,1,1,9500,1,1,139.0,1,19,37,5,5,125.5,0,0,0,1,0,1,21,0,0,8,8,7,13.514285714285714,0,0,8,8,7,13.514285714285714,0,12.7,3.7,-1.7,2
3283,1,1,4,9254,1,1,131.0,1,38,36,9,9,124.0,1,0,0,1,0,1,18,0,0,6,7,6,11.333333333333334,0,0,6,9,6,10.833333333333334,0,9.4,-0.8,-3.12,2
2579,1,1,1,9238,1,1,148.0,1,37,37,9,9,143.5,0,0,0,1,0,0,18,0,0,6,6,6,13.0,0,0,6,6,6,12.833333333333334,0,10.8,1.4,1.74,2
2115,1,17,2,9670,1,1,129.0,1,1,19,5,5,119.2,1,0,0,1,0,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,1
3915,1,1,1,9147,1,1,138.0,1,37,37,9,6,145.0,1,0,0,1,0,0,18,0,0,5,6,5,13.0,0,0,5,5,5,14.0,0,7.6,2.6,0.32,2
637,1,39,1,9991,0,1,120.0,1,38,1,9,4,123.2,0,0,0,1,0,0,27,0,0,5,9,3,10.666666666666666,0,0,5,7,4,11.4,0,10.8,1.4,1.74,0
1448,1,44,1,9003,1,39,140.0,1,37,37,9,4,140.0,0,0,0,1,1,0,20,0,0,6,12,3,11.5,0,0,6,12,3,13.666666666666666,0,12.4,0.5,1.79,1
1407,1,1,2,9773,1,1,132.0,1,38,1,9,9,124.3,1,0,0,1,0,0,19,0,0,6,6,5,12.2,0,0,6,7,5,10.8,0,10.8,1.4,1.74,0
1325,1,1,2,9500,1,1,152.0,1,37,37,9,9,139.0,1,0,0,1,0,0,18,0,0,7,7,6,14.333333333333334,0,0,7,7,6,14.333333333333334,0,7.6,2.6,0.32,2
905,1,1,3,9500,1,1,114.0,1,1,1,5,5,114.5,1,0,0,1,0,1,19,0,0,7,7,7,13.094285714285714,0,0,8,8,8,12.55,0,12.4,0.5,1.79,2
2189,1,17,4,9773,1,1,137.0,1,1,1,5,5,125.8,0,0,1,1,1,0,20,0,0,6,7,5,12.2,0,0,6,6,6,12.333333333333334,0,12.7,3.7,-1.7,1
